,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Byron Pringle,14,23.00,0,0,0,0,0,0,0,0,0,0,9,130,2,0,0,0
Boston Scott,7,23.00,0,0,0,0,0,0,45,163,2,0,5,15,0,0,0,0
Malik Davis,9,22.00,0,0,0,0,0,0,33,142,1,0,6,63,0,0,0,0
Ashton Dulin,14,22.00,0,0,0,0,0,0,2,8,0,0,15,207,1,0,0,0
Sam Ehlinger,14,22.00,66,41,364,1,1,0,12,66,0,0,0,0,0,0,1,0
O.J. Howard,6,22.00,0,0,0,0,0,0,0,0,0,0,10,145,2,0,0,0
Ty Johnson,10,22.00,0,0,0,0,0,0,25,148,1,0,10,75,0,0,0,0
Jonnu Smith,10,22.00,0,0,0,0,0,0,1,5,0,0,27,245,0,0,0,0
Ameer Abdullah,6,21.00,0,0,0,0,0,0,4,20,0,0,24,201,1,0,0,0
DeeJay Dallas,11,21.00,1,0,0,0,1,0,33,157,0,0,16,129,0,0,0,0
Travis Homer,11,21.00,0,0,0,0,0,0,19,74,0,0,16,157,1,0,1,0
Sammy Watkins,10,21.00,0,0,0,0,0,0,0,0,0,0,14,246,0,0,0,0
Kyle Allen,6,20.00,78,46,416,2,4,0,6,13,0,0,0,0,0,0,1,0
Harrison Bryant,9,20.00,0,0,0,0,0,0,1,8,0,0,29,219,1,0,0,0
River Cracraft,11,20.00,0,0,0,0,0,0,0,0,0,0,8,97,2,0,0,0
Justice Hill,10,20.00,0,0,0,0,0,0,42,228,0,0,12,58,0,0,1,0
Elijah Mitchell,9,20.00,0,0,0,0,0,0,40,224,0,0,3,7,0,0,0,0
Skyy Moore,8,20.00,0,0,0,0,0,0,3,24,0,0,22,250,0,0,3,0
Brett Rypien,9,20.00,88,53,483,2,4,0,6,7,0,0,0,0,0,0,1,0
Sterling Shepard,9,20.00,0,0,0,0,0,0,0,0,0,0,13,154,1,0,0,0
Marquez Callaway,14,19.00,0,0,0,0,0,0,0,0,0,0,16,158,1,0,0,0
Keelan Cole,6,19.00,0,0,0,0,0,0,0,0,0,0,9,136,1,0,0,0
Joe Fortson,8,19.00,0,0,0,0,0,0,0,0,0,0,9,108,2,0,1,0
A.J. Green,13,19.00,0,0,0,0,0,0,0,0,0,0,21,145,1,1,0,0
Alec Ingold,11,19.00,0,0,0,0,0,0,6,8,1,0,15,105,1,0,0,0
Marcedes Lewis,14,19.00,0,0,0,0,0,0,0,0,0,0,6,66,2,1,0,0
Dare Ogunbowale,6,19.00,0,0,0,0,0,0,31,90,1,0,15,99,0,0,0,0
Desmond Ridder,14,19.00,85,54,484,0,0,0,14,55,0,0,0,0,0,0,1,0
Amari Rodgers,6,19.00,0,0,0,0,0,0,2,7,0,0,13,182,1,0,2,0
Khalil Shakir,7,19.00,0,0,0,0,0,0,0,0,0,0,9,133,1,1,0,0
Pierre Strong,10,19.00,0,0,0,0,0,0,10,100,1,0,7,42,0,0,0,0
Adam Trautman,14,19.00,0,0,0,0,0,0,0,0,0,0,17,189,1,0,0,0
Tevin Coleman,9,18.00,0,0,0,0,0,0,12,26,1,0,3,44,1,0,0,0
Eric Saubert,9,18.00,0,0,0,0,0,0,0,0,0,0,15,148,1,0,0,0
Craig Reynolds,6,17.00,0,0,0,0,0,0,23,102,0,0,9,116,0,0,0,0
Durham Smythe,11,17.00,0,0,0,0,0,0,2,1,1,0,12,90,1,0,0,0
KJ Hamler,9,16.00,0,0,0,0,0,0,2,23,0,0,7,165,0,0,0,0
Denzel Mims,10,16.00,0,0,0,0,0,0,0,0,0,0,11,186,0,0,0,0
Jalen Nailor,7,16.00,0,0,0,0,0,0,0,0,0,0,5,117,1,0,0,0
Brandon Powell,7,16.00,0,0,0,0,0,0,16,65,0,0,23,154,0,0,0,0
Mitchell Wilcox,10,16.00,0,0,0,0,0,0,0,0,0,0,17,139,1,0,0,0
Malik Willis,6,16.00,61,31,276,0,3,0,27,123,1,0,0,0,0,0,2,0
John Wolford,7,16.00,62,38,390,1,3,0,8,32,0,0,0,0,0,0,1,0
David Bell,9,15.00,0,0,0,0,0,0,0,0,0,0,24,214,0,0,0,0
Ross Dwelley,9,15.00,0,0,0,0,0,0,0,0,0,0,3,105,1,0,0,0
Connor Heyward,9,15.00,0,0,0,0,0,0,1,21,0,0,9,106,1,0,0,0
John Mundt,7,15.00,0,0,0,0,0,0,0,0,0,0,19,140,1,0,0,0
Zach Pascal,7,15.00,0,0,0,0,0,0,1,0,0,0,15,150,1,0,0,0
Bryce Perkins,7,15.00,34,19,161,1,2,0,19,90,0,0,0,0,0,0,0,0
Benjamin Snell,9,15.00,0,0,0,0,0,0,20,90,1,0,2,17,0,0,0,0
Ian Thomas,13,15.00,0,0,0,0,0,0,0,0,0,0,21,197,0,0,0,0
David Blough,13,14.00,40,24,222,1,0,0,2,7,0,0,0,0,0,0,0,0
Brandon Bolden,6,14.00,0,0,0,0,0,0,17,66,0,0,9,57,1,0,0,0
Mike Boone,9,14.00,0,0,0,0,0,0,24,102,0,0,9,96,0,0,0,0
Gary Brightwell,9,14.00,0,0,0,0,0,0,20,81,1,0,4,36,0,0,0,0
Malcolm Brown,7,14.00,0,0,0,0,0,0,18,81,1,0,5,37,0,0,0,0
N'Keal Harry,10,14.00,0,0,0,0,0,0,0,0,0,0,6,109,1,0,0,0
Scott Miller,11,14.00,0,0,0,0,0,0,1,8,0,0,22,177,0,0,0,0
James Mitchell,6,14.00,0,0,0,0,0,0,0,0,0,0,10,106,1,0,0,0
Albert Okwuegbunam,9,14.00,0,0,0,0,0,0,0,0,0,0,10,95,1,0,0,0
Donald Parham,8,14.00,0,0,0,0,0,0,0,0,0,0,8,99,1,0,0,0
Breshad Perriman,11,14.00,0,0,0,0,0,0,2,-7,0,0,8,101,1,0,1,0
Teagan Quitoriano,6,14.00,0,0,0,0,0,0,0,0,0,0,4,30,2,0,0,0
Avery Williams,14,14.00,0,0,0,0,0,0,18,97,1,0,13,61,0,0,1,0
Jameson Williams,6,14.00,0,0,0,0,0,0,1,40,0,0,1,41,1,0,0,0
Kyren Williams,7,14.00,0,0,0,0,0,0,35,139,0,0,9,76,0,0,0,0
John Bates,14,13.00,0,0,0,0,0,0,0,0,0,0,14,108,1,0,0,0
Cameron Brate,11,13.00,0,0,0,0,0,0,0,0,0,0,20,174,0,0,0,0
Joshua Dobbs,6,13.00,39,20,232,1,1,0,3,12,0,0,0,0,0,0,1,0
C.J. Ham,7,13.00,0,0,0,0,0,0,4,7,2,0,6,39,0,0,0,0
DeSean Jackson,10,13.00,0,0,0,0,0,0,0,0,0,0,9,153,0,0,0,0
Velus Jones,14,13.00,0,0,0,0,0,0,8,61,0,0,6,79,1,0,3,0
Jalen Reagor,7,13.00,0,0,0,0,0,0,3,20,0,0,6,87,1,0,0,0
Anthony Schwartz,9,13.00,0,0,0,0,0,0,4,57,1,0,4,51,0,0,1,0
Tyrod Taylor,9,13.00,8,6,58,1,1,1,5,70,0,0,0,0,0,0,1,0
Jeff Driskel,6,12.00,18,12,95,1,0,0,17,68,0,0,1,4,0,0,0,0
Alexander Horvath,8,12.00,0,0,0,0,0,0,4,8,0,0,5,8,2,0,0,0
Tom Kennedy,6,12.00,0,0,0,0,0,0,0,0,0,0,8,141,0,0,0,0
Jordan Love,14,12.00,21,14,195,1,0,0,1,-1,0,0,0,0,0,0,0,0
Steven Sims,9,12.00,0,0,0,0,0,0,12,54,0,0,14,104,0,0,0,0
Eric Tomlinson,9,12.00,0,0,0,0,0,0,0,0,0,0,8,76,1,0,0,0
Samori Toure,14,12.00,0,0,0,0,0,0,0,0,0,0,5,82,1,0,0,0
Darrel Williams,13,12.00,0,0,0,0,0,0,21,102,1,0,4,9,0,0,0,0
Jonathan Williams,14,12.00,0,0,0,0,0,0,23,120,0,0,5,31,0,0,0,0
Salvon Ahmed,11,11.00,0,0,0,0,0,0,11,57,1,0,1,8,0,0,0,0
Royce Freeman,6,11.00,0,0,0,0,0,0,34,102,0,0,5,31,0,0,0,0
Reggie Gilliam,7,11.00,0,0,0,0,0,0,0,0,0,0,8,69,1,0,0,0
Tanner Hudson,10,11.00,0,0,0,0,0,0,0,0,0,0,10,132,0,0,0,0
Trey Lance,9,11.00,31,15,194,0,1,0,16,67,0,0,0,0,0,0,0,0
Quintin Morris,7,11.00,0,0,0,0,0,0,0,0,0,0,8,84,1,0,1,0
Chris Myarick,9,11.00,0,0,0,0,0,0,0,0,0,0,7,65,1,0,0,0
Trevor Siemian,14,11.00,26,15,184,1,1,0,4,8,0,0,0,0,0,0,0,0
Jeff Smith,10,11.00,0,0,0,0,0,0,0,0,0,0,8,134,0,0,0,0
Skylar Thompson,11,11.00,74,40,382,1,3,0,11,18,0,0,0,0,0,0,2,0
Jalen Virgil,9,11.00,0,0,0,0,0,0,0,0,0,0,2,75,1,0,1,0
Cedrick Wilson,11,11.00,0,0,0,0,0,0,1,8,0,0,12,136,0,0,0,0
Pharaoh Brown,9,10.00,0,0,0,0,0,0,0,0,0,0,12,117,0,0,0,0
Lawrence Cager,9,10.00,0,0,0,0,0,0,0,0,0,0,5,49,1,0,0,0
T.Y. Hilton,9,10.00,0,0,0,0,0,0,0,0,0,0,5,102,0,0,0,0
Keaontay Ingram,13,10.00,0,0,0,0,0,0,24,55,1,0,2,23,0,0,0,0
Brandon Johnson,9,10.00,0,0,0,0,0,0,0,0,0,0,6,42,1,0,0,0
Ko Kieft,11,10.00,0,0,0,0,0,0,0,0,0,0,7,80,1,0,0,0
Sony Michel,8,10.00,0,0,0,0,0,0,36,106,0,0,9,53,0,0,0,0
Nick Mullens,7,10.00,12,10,108,1,0,0,0,0,0,0,0,0,0,0,0,0
Jack Stoll,7,10.00,0,0,0,0,0,0,0,0,0,0,11,123,0,0,0,0
Kevin Harris,10,9.00,0,0,0,0,0,0,18,52,1,0,0,0,0,0,0,0
Hassan Haskins,6,9.00,0,0,0,0,0,0,23,90,0,0,9,44,0,0,0,0
Brycen Hopkins,7,9.00,0,0,0,0,0,0,0,0,0,0,7,109,0,0,0,0
Brevin Jordan,6,9.00,0,0,0,0,0,0,0,0,0,0,14,128,0,0,0,0
Dan Arnold,11,8.00,0,0,0,0,0,0,0,0,0,0,9,135,0,0,0,0
Snoop Conner,11,8.00,0,0,0,0,0,0,12,42,1,0,0,0,0,0,0,0
Chris Evans,10,8.00,0,0,0,0,0,0,0,0,0,0,3,38,1,0,0,0
Darrynton Evans,14,8.00,0,0,0,0,0,0,14,64,0,0,1,33,0,0,0,0
Zach Gentry,9,8.00,0,0,0,0,0,0,0,0,0,0,18,109,0,0,0,0
Chris Streveler,10,8.00,15,10,90,0,0,0,9,54,0,0,0,0,0,0,0,0
Geoff Swaim,6,8.00,0,0,0,0,0,0,0,0,0,0,11,53,1,0,0,0
Michael Bandy,8,7.00,0,0,0,0,0,0,0,0,0,0,10,89,0,0,0,0
Blake Bell,8,7.00,0,0,0,0,0,0,0,0,0,0,1,17,1,0,0,0
Grant Calcaterra,7,7.00,0,0,0,0,0,0,0,0,0,0,5,81,0,0,0,0
Josiah Deguara,14,7.00,0,0,0,0,0,0,0,0,0,0,13,114,0,0,0,0
Anthony Firkser,14,7.00,0,0,0,0,0,0,0,0,0,0,8,89,0,0,0,0
Phillip Lindsay,14,7.00,0,0,0,0,0,0,15,49,0,1,6,19,0,0,0,0
Dax Milne,14,7.00,0,0,0,0,0,0,0,0,0,0,6,37,1,0,0,0
Ty Montgomery,10,7.00,0,0,0,0,0,0,2,-2,0,0,3,15,1,0,0,0
Giovanni Ricci,13,7.00,0,0,0,0,0,0,0,0,0,0,8,100,0,0,0,0
Armani Rogers,14,7.00,0,0,0,0,0,0,1,24,0,0,5,64,0,0,0,0
David Sills,9,7.00,0,0,0,0,0,0,0,0,0,0,11,106,0,0,0,0
Kevin White,14,7.00,0,0,0,0,0,0,0,0,0,0,2,74,0,0,0,0
Andrew Beck,9,6.00,0,0,0,0,0,0,2,0,0,0,5,69,0,0,0,0
Tyrion Davis-Price,9,6.00,0,0,0,0,0,0,26,72,0,0,0,0,0,0,0,0
Jalen Guyton,8,6.00,0,0,0,0,0,0,0,0,0,0,2,64,0,0,0,0
Jake Kumerow,7,6.00,0,0,0,0,0,0,0,0,0,0,4,64,0,0,0,0
Tyler Mabry,11,6.00,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0
Trace McSorley,13,6.00,74,39,383,0,4,0,12,48,0,0,0,0,0,0,2,0
Cam Sims,14,6.00,0,0,0,0,0,0,0,0,0,0,8,89,0,0,0,0
Derek Watt,9,6.00,0,0,0,0,0,0,8,20,0,0,5,11,1,0,0,0
Jordan Wilkins,14,6.00,0,0,0,0,0,0,13,58,0,0,6,29,0,0,0,0
Corey Clement,13,5.00,0,0,0,0,0,0,7,32,0,0,2,29,0,0,0,0
Cody Hollister,6,5.00,0,0,0,0,0,0,0,0,0,0,3,54,0,0,0,0
Marcus Johnson,9,5.00,0,0,0,0,0,0,0,0,0,0,6,63,0,0,0,0
Tre' McKitty,8,5.00,0,0,0,0,0,0,0,0,0,0,10,72,0,0,0,0
Patrick Ricard,10,5.00,0,0,0,0,0,0,7,16,0,0,11,74,0,0,0,0
Mike Strachan,14,5.00,0,0,0,0,0,0,0,0,0,0,3,59,0,0,0,0
Mike Thomas,10,5.00,0,0,0,0,0,0,0,0,0,0,2,38,0,1,0,0
Spencer Brown,13,4.00,0,0,0,0,0,0,9,43,0,0,2,10,0,0,0,0
Julius Chestnut,6,4.00,0,0,0,0,0,0,9,12,0,0,3,41,0,0,0,0
D'Wayne Eskridge,11,4.00,0,0,0,0,0,0,2,10,0,0,7,58,0,0,0,0
Kenny Golladay,9,4.00,0,0,0,0,0,0,0,0,0,0,4,51,0,0,0,0
Anthony McFarland,9,4.00,0,0,0,0,0,0,6,30,0,0,2,11,0,0,0,0
Kyle Philips,6,4.00,0,0,0,0,0,0,0,0,0,0,8,78,0,0,2,0
Ronnie Rivers,7,4.00,0,0,0,0,0,0,9,21,0,0,5,29,0,0,0,0
Isaiah Spiller,8,4.00,0,0,0,0,0,0,18,41,0,0,3,13,0,0,0,0
Stephen Sullivan,13,4.00,0,0,0,0,0,0,0,0,0,0,2,46,0,0,0,0
Trent Taylor,10,4.00,0,0,0,0,0,0,4,15,0,0,6,62,0,0,1,0
Trevon Wesco,14,4.00,0,0,0,0,0,0,0,0,0,0,2,26,0,1,0,0
Zamir White,6,4.00,0,0,0,0,0,0,16,66,0,0,0,0,0,0,0,0
Chris Conley,6,3.00,0,0,0,0,0,0,0,0,0,0,4,46,0,0,0,0
Jamison Crowder,7,3.00,0,0,0,0,0,0,0,0,0,0,6,60,0,0,0,0
Trestan Ebner,14,3.00,0,0,0,0,0,0,24,54,0,0,2,8,0,0,1,0
Myles Gaskin,11,3.00,0,0,0,0,0,0,10,26,0,0,4,28,0,0,0,0
Parker Hesse,14,3.00,0,0,0,0,0,0,0,0,0,0,8,83,0,0,0,0
Ronald Jones II,8,3.00,0,0,0,0,0,0,7,25,0,0,1,22,0,0,0,0
Tony Jones,11,3.00,0,0,0,0,0,0,10,24,0,0,5,30,0,0,0,0
Tyler Kroft,9,3.00,0,0,0,0,0,0,0,0,0,0,4,57,0,0,0,0
Chris Manhertz,11,3.00,0,0,0,0,0,0,0,0,0,0,6,42,0,0,0,0
Racey McMath,6,3.00,0,0,0,0,0,0,0,0,0,0,2,40,0,0,0,0
Gunner Olszewski,9,3.00,0,0,0,0,0,0,6,35,0,0,5,53,0,0,1,0
Patrick Taylor,14,3.00,0,0,0,0,0,0,10,31,0,0,1,17,0,0,0,0
Laquon Treadwell,11,3.00,0,0,0,0,0,0,0,0,0,0,6,42,0,0,0,0
Trayveon Williams,10,3.00,0,0,0,0,0,0,6,30,0,0,2,30,0,0,0,0
Andre Baccellia,13,2.00,0,0,0,0,0,0,0,0,0,0,6,39,0,0,0,0
Daylen Baldwin,9,2.00,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0
Kendall Blanton,8,2.00,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0,0
Tyrie Cleveland,9,2.00,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0
Jaelon Darden,9,2.00,0,0,0,0,0,0,1,2,0,0,2,26,0,0,0,0
Tyler Davis,14,2.00,0,0,0,0,0,0,0,0,0,0,4,26,0,0,0,0
Ben Ellefson,7,2.00,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0
Luke Farrell,11,2.00,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0
Simi Fehoko,9,2.00,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0
Andy Isabella,10,2.00,0,0,0,0,0,0,1,1,0,0,2,21,0,0,0,0
David Johnson,14,2.00,0,0,0,0,0,0,12,24,0,0,2,19,0,0,1,0
Tim Jones,11,2.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0
Dezmon Patmon,14,2.00,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0
James Proche,10,2.00,1,0,0,0,1,0,0,0,0,0,8,62,0,0,0,0
Larry Rountree,8,2.00,0,0,0,0,0,0,10,15,0,0,1,13,0,0,0,0
Cole Turner,14,2.00,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0
D.J. Turner,6,2.00,0,0,0,0,0,0,4,26,0,0,0,0,0,0,0,0
Ke'Shawn Vaughn,11,2.00,0,0,0,0,0,0,9,27,0,0,1,11,0,0,0,0
Jonathan Ward,6,2.00,0,0,0,0,0,0,4,26,0,0,1,4,0,0,0,0
Dwayne Washington,14,2.00,0,0,0,0,0,0,11,38,0,0,1,7,0,0,0,0
Cole Beasley,7,1.00,0,0,0,0,0,0,0,0,0,0,6,35,0,0,0,0
Miles Boykin,9,1.00,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0
Quintez Cephus,6,1.00,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0
Keke Coutee,14,1.00,0,0,0,0,0,0,0,0,0,0,1,20,0,0,1,0
Chase Daniel,8,1.00,5,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Davis,10,1.00,0,0,0,0,0,0,8,18,0,0,2,4,0,0,0,0
Bryan Edwards,8,1.00,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0
Danny Gray,9,1.00,0,0,0,0,0,0,1,9,0,0,1,10,0,0,0,0
Ryan Griffin,14,1.00,0,0,0,0,0,0,0,0,0,0,4,26,0,0,0,0
Penny Hart,11,1.00,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0
Jesper Horsted,6,1.00,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0
Dennis Houston,9,1.00,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0
Brian Hoyer,10,1.00,6,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0
Lil'Jordan Humphrey,10,1.00,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0
D'Ernest Johnson,9,1.00,0,0,0,0,0,0,4,17,0,0,3,7,0,0,0,0
Keith Kirkwood,14,1.00,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0
Sean McKeon,9,1.00,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0
Kyle Rudolph,11,1.00,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0
Trey Sermon,7,1.00,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0,0
Freddie Swain,9,1.00,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0
Nick Vannett,9,1.00,0,0,0,0,0,0,0,0,0,0,4,37,0,0,0,0
Nsimba Webster,14,1.00,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0
Maxx Williams,13,1.00,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0
Juwann Winfree,14,1.00,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0
Michael Woods,9,1.00,0,0,0,0,0,0,1,-5,0,0,4,30,0,0,0,0
Maurice Alexander,6,0.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
Brandon Allen,10,0.00,3,3,22,0,0,0,3,-1,0,0,0,0,0,0,0,0
Stephen Anderson,13,0.00,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0
Devin Asiasi,10,0.00,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0
Giovani Bernard,11,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C.J. Board,6,0.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Anthony Brown,10,0.00,5,3,16,0,0,0,3,-5,0,0,0,0,0,0,0,0
Michael Burton,8,0.00,0,0,0,0,0,0,5,7,0,0,2,11,0,0,0,0
Jason Cabinda,6,0.00,0,0,0,0,0,0,1,4,0,0,1,5,0,0,0,0
Jalen Camp,6,0.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
Pharoh Cooper,13,0.00,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0
Jacob Eason,9,0.00,5,3,59,0,1,0,0,0,0,0,0,0,0,0,0,0
Demetric Felton,9,0.00,0,0,0,0,0,0,1,-4,0,0,2,8,0,0,0,0
Nick Foles,14,0.00,42,25,224,0,4,0,2,8,0,0,0,0,0,0,0,0
Jerome Ford,9,0.00,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0
Feleipe Franks,14,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Troy Hairston,6,0.00,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0
Jacob Harris,7,0.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Chad Henne,8,0.00,2,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,0
Kylin Hill,14,0.00,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0
Jordan Howard,14,0.00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Godwin Igwebuike,11,0.00,0,0,0,0,0,0,3,4,0,0,1,3,0,0,0,0
Duke Johnson,7,0.00,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
Jakob Johnson,6,0.00,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0
Josh Johnson,9,0.00,2,1,10,0,0,0,2,3,0,0,0,0,0,0,0,0
Tyron Johnson,10,0.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Case Keenum,9,0.00,7,2,8,0,0,0,5,0,0,0,0,0,0,0,0,0
Mason Kinsey,6,0.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Jason Moore,8,0.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Kene Nwangwu,7,0.00,0,0,0,0,0,0,4,1,0,0,1,5,0,0,0,0
Devine Ozigbo,9,0.00,0,0,0,0,0,0,3,4,0,0,1,3,0,0,0,0
Adam Prentice,14,0.00,0,0,0,0,0,0,4,9,0,0,3,9,0,0,0,0
Richard Rodgers,8,0.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Drew Sample,10,0.00,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0
Braylon Sanders,11,0.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,1,0
Mason Schreck,6,0.00,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0
Stone Smartt,8,0.00,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0
Keith Smith,14,0.00,0,0,0,0,0,0,1,2,0,0,1,8,0,0,0,0
Ihmir Smith-Marsette,8,0.00,0,0,0,0,0,0,1,-1,0,0,1,15,0,0,1,0
Nate Sudfeld,6,0.00,0,0,0,0,0,0,5,-4,0,0,0,0,0,0,0,0
Tommy Sweeney,7,0.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
J.J. Taylor,10,0.00,0,0,0,0,0,0,10,9,0,0,1,8,0,0,0,0
Deven Thompkins,11,0.00,0,0,0,0,0,0,1,9,0,0,1,7,0,0,0,0
Jalen Tolbert,9,0.00,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0
Austin Trammell,7,0.00,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0
KaVontae Turpin,9,0.00,0,0,0,0,0,0,3,17,0,0,1,9,0,0,1,0
Tylan Wallace,10,0.00,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0
Montrell Washington,9,0.00,0,0,0,0,0,0,5,30,0,0,4,2,0,0,1,0
Cody White,9,0.00,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Damien Williams,14,0.00,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
C.J. Beathard,11,-1.00,11,7,35,0,1,0,4,-4,0,0,0,0,0,0,0,0
Deonte Harty,14,-1.00,0,0,0,0,0,0,0,0,0,0,2,13,0,0,1,0
Nathan Peterman,14,-1.00,6,3,25,0,1,0,0,0,0,0,0,0,0,0,0,0
Chester Rogers,9,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
