
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Brett Hundley,12,4.00,11,5,49,0,0,0,7,41,0,0,0,0,0,0,0,0
Colt McCoy,10,3.00,27,18,122,0,1,0,2,14,0,0,0,0,0,0,0,0
Blake Bortles,9,0.00,2,1,3,0,0,0,2,-9,0,0,0,0,0,0,0,0
Tim Boyle,11,0.00,4,3,15,0,0,0,5,-7,0,0,0,0,0,0,0,0
Garrett Gilbert,7,0.00,3,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,0
Will Grier,7,0.00,52,28,228,0,4,0,7,22,0,0,0,0,0,0,1,0
Ryan Griffin,7,0.00,4,2,18,0,0,0,4,-1,0,0,0,0,0,0,0,0
Sean Mannion,12,0.00,21,12,126,0,2,0,6,-5,0,0,0,0,0,0,1,0
Josh McCown,10,0.00,5,3,24,0,0,0,2,-2,0,0,0,0,0,0,0,0
Trace McSorley,8,0.00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nick Mullens,4,0.00,0,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,0
Trevor Siemian,4,0.00,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Tanney,11,0.00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrett Stidham,10,-2.00,4,2,14,0,1,0,2,-2,0,0,0,0,0,0,0,0
